Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
2701,10007,Registered building set,provisional attachment,20170323,Public,5463395
2701,10008,Registered building set,provisional attachment,20170327,Public,22593530
2701,10009,Registered building set,real distress,20170808,Public,0
2701,10010,Registered building set,mortgage,20030311,Public,120000000
2701,10011,Registered building set,mortgage,20110120,Public,50000000
2701,10012,Registered building set,mortgage,20110909,Public,60000000
2701,10013,Registered building set,transfer,20170322,Public,2000000
2701,10014,Registered building set,transfer,20170406,Public,4000000
2702,10001,Registered building set,ownership transfer,20140609,Private,0
2702,10002,Registered building set,real distress,20141008,Public,0
2702,10003,Registered building set,real distress,20160120,Public,0
2702,10004,Registered building set,random auction,20170310,Public,0
2702,10005,Registered building set,real distress,20170328,Public,0
2702,10006,Registered building set,mortgage,20140715,Public,36000000
2702,10007,Registered building set,mortgage,20140904,Public,82800000
2702,10008,Registered building set,mortgage,20141008,Private,60000000
2703,10001,Registered building set,ownership transfer,20020325,Private,0
2703,10002,Registered building set,real distress,20020712,Public,0
2703,10003,Registered building set,real distress,20021114,Public,0
2703,10004,Registered building set,real distress,20031010,Public,0
2703,10005,Registered building set,real distress,20050509,Public,0
2703,10006,Registered building set,provisional attachment,20100824,Public,6687336
2703,10007,Registered building set,random auction,20170310,Public,0
2703,10008,Registered building set,mortgage,20020325,Public,84000000
2704,10001,Registered building set,ownership transfer,20140528,Private,0
2704,10002,Registered building set,provisional attachment,20150901,Public,90343400
2704,10003,Registered building set,real distress,20170201,Public,0
2704,10004,Registered building set,real distress,20170308,Public,0
2704,10005,Registered building set,random auction,20170314,Public,0
2704,10006,Registered building set,real distress,20170407,Public,0
2704,10007,Registered building set,provisional attachment,20170508,Public,35275000
2704,10008,Registered building set,provisional attachment,20170523,Public,3975783
2704,10009,Registered building set,provisional attachment,20170601,Public,30590943
2704,10010,Registered building set,real distress,20170918,Public,0
2704,10011,Registered building set,mortgage,20140528,Public,153000000
2704,10012,Registered building set,the right of pledge,20170728,Public,153000000
2705,10001,Registered building set,ownership transfer,20090828,Private,0
2705,10002,Registered building set,random auction,20170315,Public,0
2705,10003,Registered building set,random auction,20170413,Public,0
2705,10004,Registered building set,mortgage,20120611,Public,69600000
2705,10005,Registered building set,mortgage,20140314,Public,60000000
2705,10006,Registered building set,mortgage,20161109,Public,36000000
2706,10001,Registered building set,ownership transfer,20100423,Private,0
2706,10002,Registered building set,provisional attachment,20161117,Public,45000000
2706,10003,Registered building set,provisional attachment,20161125,Public,5135604
2706,10004,Registered building set,provisional attachment,20161125,Public,16535187
2706,10005,Registered building set,provisional attachment,20161226,Public,6806411
2706,10006,Registered building set,real distress,20170222,Public,0
2706,10007,Registered building set,random auction,20170316,Public,0
2706,10008,Registered building set,provisional attachment,20170317,Public,3097263
2706,10009,Registered building set,mortgage,20110531,Public,191000000
2706,10010,Registered building set,transfer,20170831,Public,0
2706,10011,Registered building set,the right of pledge,20170831,Public,191000000
2707,10001,Registered building set,ownership transfer,20130910,Private,0
2707,10002,Registered building set,provisional attachment,20161223,Public,86255893
2707,10003,Registered building set,provisional attachment,20161228,Public,25500000
2707,10004,Registered building set,provisional attachment,20170125,Public,20699390
2707,10005,Registered building set,random auction,20170317,Public,0
2707,10006,Registered building set,real distress,20170904,Public,0
2707,10007,Registered building set,mortgage,20161124,Public,258700000
2707,10008,Registered building set,the right of pledge,20161124,Public,258700000
2708,10001,Registered building set,ownership transfer,20040624,Private,0
2708,10002,Registered building set,provisional attachment,20170103,Public,22134196
2708,10003,Registered building set,provisional attachment,20170118,Private,11589410
2708,10004,Registered building set,provisional attachment,20170315,Public,45485479
2708,10005,Registered building set,random auction,20170320,Public,0
2708,10006,Registered building set,right to lease on a deposit basis,20140404,Private,75000000
2708,10007,Registered building set,mortgage,20150116,Public,45500000
2708,10008,Registered building set,mortgage,20161202,Public,15000000
2708,10009,Registered building set,mortgage,20170120,Private,50000000
2709,10001,Registered building set,ownership transfer,19980921,Private,0
2709,10002,Registered building set,provisional attachment,20160823,Public,7712266
2709,10003,Registered building set,provisional attachment,20160922,Public,9445097
2709,10004,Registered building set,provisional attachment,20160929,Public,14837480
2709,10005,Registered building set,provisional attachment,20161031,Public,32717155
2709,10006,Registered building set,provisional attachment,20161115,Public,27633543
2709,10007,Registered building set,random auction,20170324,Public,0
2709,10008,Registered building set,mortgage,20140825,Public,300000000
2709,10009,Registered building set,transfer,20161107,Public,10000000
2710,10001,Registered building set,ownership transfer,20030313,Private,0
2710,10002,Registered building set,real distress,20130724,Public,0
2710,10003,Registered building set,real distress,20150209,Public,0
2710,10004,Registered building set,random auction,20170327,Public,0
2710,10005,Registered building set,mortgage,20110617,Public,174200000
2711,10001,Registered building set,ownership transfer,20000218,Private,0
2711,10002,Registered building set,provisional attachment,20170116,Public,289000000
2711,10003,Registered building set,provisional attachment,20170125,Public,49000000
2711,10004,Registered building set,real distress,20170314,Public,0
2711,10005,Registered building set,provisional attachment,20170322,Public,42161260
2711,10006,Registered building set,provisional attachment,20170328,Public,53863336
2711,10007,Registered building set,random auction,20170329,Public,0
2711,10008,Registered building set,mortgage,20140328,Public,105600000
2711,10009,Registered building set,mortgage,20140328,Public,60000000
2712,10001,Registered building set,ownership transfer,20170523,Private,0
2712,10002,Registered building set,random auction,20170330,Private,0
2712,10003,Registered building set,mortgage,20150710,Public,231000000
2712,10004,Registered building set,mortgage,20160609,Public,70500000
2712,10005,Registered building set,the right of pledge,20170420,Public,70500000
2713,10001,Registered building set,ownership transfer,20000906,Private,0
2713,10002,Registered building set,provisional attachment,20170120,Public,95000000
2713,10003,Registered building set,provisional attachment,20170131,Public,71400000
2713,10004,Registered building set,provisional attachment,20170207,Public,300000000
2713,10005,Registered building set,provisional attachment,20170216,Public,29021073
2713,10006,Registered building set,provisional attachment,20170316,Public,160000000
2713,10007,Registered building set,provisional attachment,20170330,Public,8648158
2713,10008,Registered building set,random auction,20170405,Public,0
2713,10009,Registered building set,provisional attachment,20170407,Public,31129165
2713,10010,Registered building set,mortgage,20140107,Public,314600000
